<<<<<<< HEAD
110,169,582
38,170,995
68,171,931
159,171,746
222,171,661
299,172,498
73,172,216
49,174,720
288,174,115
277,174,598
202,174,484
262,175,922
253,176,724
183,176,175
125,176,926
246,177,143
55,177,597
184,177,662
117,178,306
209,179,1000
12,179,664
153,179,840
135,181,651
147,183,387
79,183,703
298,184,587
136,184,15
46,184,605
235,186,634
267,186,535
73,186,0
91,186,695
245,187,898
39,187,496
212,188,693
146,188,313
113,190,10
85,190,534
154,190,966
132,191,613
277,191,866
156,191,326
12,191,718
279,192,16
159,192,323
73,192,144
11,192,953
165,193,92
264,193,814
259,193,718
78,193,526
138,194,414
199,194,909
203,194,443
264,194,327
232,195,264
199,197,647
66,197,304
212,197,852
59,198,499
129,199,652
213,199,694
93,199,680
1,200,427
272,200,96
72,200,715
96,201,658
146,201,20
58,201,809
145,201,788
35,203,37
15,204,900
99,205,827
44,205,740
20,205,871
62,205,811
156,207,355
68,207,567
124,207,249
221,208,972
288,208,117
38,208,132
230,209,981
151,209,670
3,210,790
228,210,176
80,211,428
87,212,145
275,212,107
144,213,852
140,213,196
261,213,33
230,215,383
288,215,614
86,215,904
191,216,252
24,217,442
77,218,891
143,218,512
100,219,691
138,219,445
269,219,15
12,220,483
131,220,798
159,220,735
268,221,599
55,221,55
48,222,648
164,222,583
204,223,25
101,223,122
23,223,199
278,224,310
158,224,200
11,226,216
66,226,481
180,226,754
186,228,537
180,229,145
122,230,854
59,230,277
146,231,834
28,231,978
265,231,499
50,232,70
150,232,531
209,232,745
36,232,581
18,234,743
197,234,826
207,234,679
292,236,468
106,239,196
254,243,49
296,243,680
179,243,309
214,245,147
284,246,640
233,246,660
0,247,568
13,247,348
63,247,307
105,247,850
171,248,241
35,249,59
259,249,2
204,249,394
53,250,273
171,250,906
287,250,921
56,251,724
20,251,81
25,251,909
91,251,204
176,252,700
144,252,370
152,252,853
140,252,418
283,253,52
52,254,599
256,254,6
51,254,925
20,254,284
113,255,923
54,256,523
109,256,835
143,257,469
17,257,26
92,258,228
278,258,301
104,259,710
147,260,32
248,260,579
51,260,189
101,260,117
137,261,275
99,261,689
193,261,254
58,261,436
70,262,296
77,262,842
222,262,365
127,262,643
119,264,112
223,265,23
266,265,645
261,265,622
141,266,81
297,266,597
129,266,668
101,267,850
31,267,653
187,267,289
257,269,895
247,270,255
152,270,176
128,271,12
167,273,404
232,273,19
17,273,959
141,274,502
188,274,6
65,274,530
282,274,582
140,275,159
215,276,890
228,276,567
144,278,542
285,278,647
206,279,533
147,280,690
212,281,40
252,281,705
80,281,593
296,281,644
224,282,469
1,282,992
50,282,840
139,283,411
148,283,1000
192,283,129
65,283,960
101,284,221
128,285,367
183,285,736
235,286,273
240,286,207
84,287,701
274,287,410
293,287,623
155,288,453
37,288,303
280,288,627
182,288,307
203,290,223
116,291,807
184,291,530
59,291,857
266,292,650
230,293,874
172,293,965
17,293,781
112,293,378
77,294,874
60,294,193
1,295,293
231,297,242
202,298,368
231,298,589
40,298,848
70,298,175
105,299,549
37,299,448
171,299,582
50,300,493
268,300,774
118,300,390
148,302,981
154,302,308
149,302,507
291,302,560
145,303,392
146,303,613
44,305,100
285,305,42
6,306,224
216,306,848
48,306,411
237,306,52
154,308,888
72,308,726
23,308,257
214,308,555
138,309,452
139,309,462
76,309,943
220,309,86
19,310,973
96,310,198
136,311,971
265,311,426
39,311,106
151,311,415
231,312,376
72,312,487
88,312,172
71,313,890
160,315,662
239,315,611
128,317,392
66,317,190
69,317,591
205,317,409
24,319,977
200,319,341
232,319,705
65,319,419
250,321,324
128,321,15
277,321,891
70,321,127
269,322,868
275,323,806
17,323,180
22,323,921
10,325,911
119,325,264
93,325,113
269,326,849
117,326,505
34,328,696
122,330,306
102,330,307
227,330,616
42,330,760
145,331,258
19,331,939
211,331,987
273,331,911
213,333,534
47,333,176
121,333,449
261,334,824
129,334,122
217,334,822
132,334,948
161,335,43
101,335,252
50,335,104
55,336,139
86,336,545
57,336,917
225,337,108
246,337,884
207,338,376
65,338,50
12,338,481
289,339,972
208,339,411
140,339,296
115,340,101
54,340,287
265,342,217
20,343,338
123,343,925
296,345,608
131,345,777
263,345,902
255,346,101
178,346,789
50,346,455
53,346,459
32,347,665
18,348,615
110,348,172
219,348,920
204,349,278
107,349,736
197,349,351
209,350,871
79,350,955
125,350,210
234,352,75
51,352,220
11,353,302
58,353,269
198,354,608
201,355,827
112,355,531
194,355,257
135,356,699
290,357,479
298,357,945
73,358,136
47,358,352
109,358,810
159,358,202
33,359,726
207,359,575
0,361,572
82,361,991
253,361,515
118,362,296
147,362,356
194,363,679
74,364,514
263,364,899
127,365,122
48,365,70
53,365,638
169,365,919
91,366,109
111,366,508
43,366,354
237,367,620
125,367,467
50,369,64
207,370,771
151,370,362
187,370,457
228,371,994
203,371,643
79,371,470
282,371,197
297,372,366
189,373,557
170,373,610
15,373,178
217,374,279
137,374,360
135,375,239
22,375,300
176,375,162
178,375,474
122,376,850
68,376,803
214,376,168
135,376,438
292,377,323
103,379,446
298,381,258
271,381,451
295,381,241
196,381,351
137,382,35
192,382,455
232,382,597
26,383,750
296,383,756
141,383,478
108,385,225
223,385,687
216,385,966
39,386,304
242,386,647
233,386,640
241,386,808
242,387,964
165,387,550
155,389,906
278,389,87
247,389,26
188,389,207
125,391,765
126,391,404
165,391,920
182,391,439
195,392,870
84,392,184
130,392,349
281,393,574
288,393,651
134,394,200
216,394,275
177,395,158
52,397,981
260,397,705
235,397,496
224,398,461
254,398,443
189,399,176
271,399,921
170,399,131
261,405,466
69,405,199
108,405,329
47,405,87
6,406,753
142,406,83
140,406,673
276,407,259
130,407,975
144,407,28
50,407,494
196,409,741
161,410,932
120,411,702
245,411,961
79,411,770
179,414,950
232,414,889
296,414,288
293,414,904
85,415,236
72,415,872
299,415,587
169,415,915
150,417,842
25,417,957
210,419,359
60,419,232
162,419,925
15,420,915
3,420,534
239,420,300
128,421,826
211,421,423
85,422,407
229,422,368
3,424,754
254,424,480
293,424,461
12,424,790
229,425,78
179,426,55
45,426,850
36,426,800
144,426,857
16,427,871
89,427,895
85,427,183
146,428,331
60,429,902
248,429,870
196,429,663
67,429,90
154,431,535
162,431,689
231,431,204
229,432,998
195,432,630
25,432,771
111,432,67
68,434,303
214,434,250
84,434,123
243,434,697
134,435,179
130,436,209
13,436,818
215,437,112
133,437,411
162,438,608
64,438,482
193,438,704
136,439,250
6,439,656
102,439,274
214,440,682
95,440,511
178,441,499
221,442,242
143,442,865
113,442,963
191,443,815
237,443,450
296,444,316
39,444,679
26,444,756
201,444,419
110,445,201
13,445,431
213,447,7
95,447,199
193,447,224
51,447,913
126,448,207
40,448,678
298,448,391
283,448,156
232,449,808
127,451,549
197,451,262
227,451,820
80,452,201
221,452,856
7,452,401
159,452,618
101,454,123
37,454,558
56,457,47
267,457,974
216,457,795
7,459,366
137,459,466
86,460,678
70,460,136
237,460,735
294,461,290
232,461,729
83,461,797
121,463,436
149,464,890
194,465,204
190,466,244
253,467,505
165,468,58
61,469,758
32,469,630
142,469,845
217,469,34
273,470,763
121,470,328
123,473,304
22,474,175
63,474,875
296,474,406
172,475,744
161,475,718
21,477,128
204,477,687
1,477,9
277,477,472
164,478,679
226,478,352
1,480,54
254,480,730
172,480,98
190,482,589
287,483,796
189,485,978
47,485,489
205,485,475
193,485,676
193,486,254
281,486,804
75,488,866
282,488,829
255,488,512
170,489,256
198,490,196
61,490,644
122,491,653
75,491,693
95,491,787
93,491,833
28,492,632
278,492,517
178,493,711
128,493,368
33,493,961
192,494,252
56,494,713
44,494,221
208,495,887
142,495,321
178,495,743
255,495,231
5,496,300
220,496,300
257,496,120
148,498,572
173,498,272
189,498,98
69,498,49
53,499,509
188,499,409
251,499,121
235,499,888
112,500,101
284,501,153
98,504,627
16,504,234
216,504,372
118,505,572
179,505,632
50,506,175
285,506,576
242,506,484
113,507,692
180,508,781
276,508,530
54,508,206
166,509,812
263,510,207
220,510,404
159,510,727
20,510,463
93,511,65
28,511,192
92,511,552
222,512,500
143,512,650
193,513,809
1,513,171
119,515,725
28,515,79
35,515,733
165,516,614
69,516,903
289,516,738
86,517,813
34,517,220
83,518,861
88,519,392
126,519,885
7,519,984
191,520,506
88,521,277
177,521,507
37,526,197
202,527,83
101,527,723
46,527,931
243,527,244
221,528,313
254,528,687
120,528,650
189,529,382
226,529,46
25,530,610
243,530,320
218,530,201
216,530,267
185,533,250
38,533,294
263,534,524
125,534,774
228,535,41
59,535,465
271,536,836
68,537,360
260,537,716
164,537,239
42,538,60
77,538,26
61,538,293
26,538,511
138,539,254
144,540,268
49,540,927
65,540,299
187,540,980
6,541,839
47,541,907
202,541,106
118,541,256
209,542,74
153,543,825
217,543,97
299,543,846
276,543,507
233,544,852
261,546,275
197,546,252
291,546,208
279,546,939
297,547,409
206,547,527
201,547,846
247,547,174
268,548,139
69,549,754
193,549,52
234,549,94
210,549,336
139,550,25
231,551,579
201,551,891
63,551,338
207,553,253
274,554,622
12,554,876
245,554,70
285,554,394
263,558,218
47,559,225
54,559,945
36,559,469
38,559,452
259,560,752
212,560,295
95,560,739
181,561,892
155,562,469
109,562,302
177,563,986
81,563,829
69,563,930
51,563,347
210,564,40
71,565,640
184,566,505
121,567,934
201,567,906
160,568,149
7,568,269
48,569,546
73,569,273
124,569,121
156,570,720
215,570,873
112,570,626
199,570,563
77,572,586
265,573,198
69,573,765
100,573,319
99,573,297
158,574,141
141,574,925
99,574,875
78,575,374
46,575,585
271,575,926
134,575,664
210,576,964
291,577,151
213,577,726
211,577,686
40,577,222
91,578,355
63,578,24
71,578,778
62,578,287
144,579,753
274,579,799
269,581,298
76,581,518
59,583,852
246,583,27
239,583,63
76,583,307
54,584,392
192,584,358
91,584,29
94,585,777
22,585,750
101,586,668
27,586,486
290,586,733
149,586,508
97,589,12
190,589,28
297,589,86
222,590,581
167,590,699
184,592,531
236,592,834
132,592,317
78,593,964
216,593,925
164,593,255
49,594,950
117,595,437
0,595,413
22,595,442
135,596,597
147,596,689
247,597,649
3,597,135
263,597,498
226,598,676
108,598,185
216,599,673
197,600,812
166,600,928
177,600,445
274,600,416
216,602,68
53,602,413
88,603,407
51,605,440
151,605,577
220,606,565
156,607,677
43,607,526
93,607,821
111,608,909
39,608,513
38,608,458
191,608,508
57,613,99
273,614,151
58,614,606
242,614,167
162,615,882
120,615,18
128,616,535
191,616,713
274,617,419
95,617,191
9,617,515
212,619,817
246,619,213
113,620,645
261,620,628
79,621,722
0,621,212
224,621,112
211,621,830
272,622,425
180,622,657
94,623,613
237,623,469
159,623,886
10,623,724
246,624,626
4,625,180
246,625,162
189,625,503
217,625,103
12,626,910
274,626,515
49,626,877
45,627,225
127,627,958
148,628,962
123,628,632
46,628,537
6,629,635
118,629,507
251,629,634
208,629,35
78,631,302
64,631,944
146,632,431
62,632,598
61,632,190
45,632,512
67,634,901
12,634,825
8,634,815
96,635,232
194,635,581
106,635,764
250,636,255
110,637,341
145,637,858
209,637,93
185,637,386
151,638,364
186,639,317
45,639,423
246,639,676
159,640,339
27,641,159
101,641,923
144,642,65
83,642,580
87,642,164
71,643,0
117,643,148
10,643,949
99,643,293
215,644,187
89,644,167
35,645,881
219,645,105
116,645,359
6,645,273
126,647,870
205,647,992
264,647,859
74,648,599
198,648,197
143,648,247
199,649,885
154,649,144
121,650,430
76,650,949
99,650,814
217,650,902
227,651,485
52,656,831
224,658,921
6,658,978
278,658,320
209,660,776
110,660,266
210,661,487
13,661,139
2,661,534
39,661,888
207,662,115
184,662,997
154,662,571
127,662,214
169,663,965
31,663,871
92,665,399
44,666,81
183,666,766
192,666,822
124,667,841
263,667,527
218,668,146
246,669,582
126,669,332
251,669,658
151,670,869
278,671,430
292,671,602
202,671,617
114,672,982
278,672,788
112,673,617
266,673,267
276,673,652
142,673,574
268,674,530
95,674,913
228,674,17
108,675,677
190,675,216
126,676,716
168,676,548
267,676,101
165,678,83
220,679,741
229,679,279
281,679,256
15,680,621
19,680,290
31,680,773
39,681,913
279,682,288
290,682,314
191,682,547
219,682,903
117,683,873
221,683,571
255,684,189
237,684,147
9,687,982
106,687,396
83,687,552
225,688,945
233,688,718
264,688,6
148,689,516
165,689,138
247,689,967
189,689,697
182,690,105
258,692,320
232,692,536
273,692,874
230,693,974
40,693,55
284,693,628
189,694,111
75,694,340
273,695,743
110,695,52
175,695,474
189,696,765
180,699,737
277,699,353
41,699,444
147,699,815
180,700,587
92,700,609
109,701,729
170,701,139
237,703,505
159,703,828
151,704,733
63,704,386
155,704,754
276,704,166
68,707,986
219,707,328
74,707,301
211,707,242
183,710,367
141,710,304
119,710,941
131,710,403
103,711,216
214,711,108
63,711,898
205,711,41
219,712,679
143,714,685
99,715,269
67,715,964
295,715,501
299,715,185
149,716,192
27,716,107
206,716,998
224,717,850
65,717,64
278,717,645
209,719,152
228,720,88
147,720,279
193,721,867
113,721,595
228,721,991
112,721,859
232,722,922
175,722,523
135,722,72
35,723,207
74,723,452
26,723,709
75,723,151
273,725,754
216,726,253
36,726,374
7,727,655
55,727,33
232,727,422
205,727,765
22,728,838
201,728,451
133,729,629
14,729,746
196,729,19
51,729,918
116,730,930
248,730,96
166,730,911
142,730,798
170,731,349
7,731,5
270,731,605
137,732,275
299,732,637
149,732,915
230,732,759
73,733,84
140,733,317
174,734,266
151,735,86
222,736,998
85,737,917
210,737,191
292,737,56
243,738,794
241,738,566
257,738,950
86,738,935
4,739,149
59,739,228
3,739,985
135,740,388
1,740,577
258,740,274
104,741,313
41,741,171
113,741,342
140,742,601
231,742,525
33,742,469
239,743,318
275,743,467
97,743,683
225,743,900
122,745,564
147,745,977
242,745,972
219,745,233
158,746,852
149,746,558
269,746,564
291,747,996
89,747,167
51,748,161
121,748,207
197,748,547
11,749,141
150,749,114
225,749,815
269,750,66
234,750,806
189,750,772
158,751,643
252,751,124
258,751,263
85,751,860
114,752,379
271,752,252
22,752,934
43,752,946
48,753,964
258,754,313
162,754,468
19,758,878
212,758,258
79,759,241
25,759,686
109,759,850
65,759,868
295,760,664
3,760,397
292,760,814
35,762,512
281,762,200
0,764,687
21,764,428
265,764,497
182,764,175
289,765,409
299,765,559
99,765,157
185,765,787
166,766,132
287,766,502
20,766,147
25,767,409
197,767,69
246,767,455
27,767,66
71,768,923
198,768,796
26,768,519
51,769,418
221,769,936
117,769,476
67,769,339
199,771,283
6,771,314
193,771,740
177,772,780
82,772,641
228,772,855
192,772,105
236,773,509
228,774,685
134,776,217
81,776,898
181,776,308
73,776,486
157,778,167
252,778,629
93,779,63
171,779,859
185,779,672
144,779,772
71,780,316
263,780,986
271,780,181
163,781,565
265,781,38
184,782,869
68,782,270
15,783,348
230,783,981
238,783,874
8,784,582
128,784,828
256,784,485
209,784,736
100,785,247
20,785,154
126,786,1
129,786,875
255,786,822
11,786,105
118,787,821
259,787,205
298,787,826
87,789,563
212,789,473
242,790,61
172,790,106
228,790,500
188,790,296
151,791,513
157,791,955
172,791,732
55,792,435
209,792,173
152,792,957
174,793,981
128,794,368
59,794,735
88,795,142
85,797,922
221,797,876
178,798,342
167,798,93
180,798,42
251,799,14
152,799,220
216,799,428
284,800,715
237,800,977
181,800,731
71,800,157
0,801,303
292,801,587
42,802,896
59,802,775
124,802,725
126,802,351
84,805,858
247,805,633
267,806,781
228,806,507
36,806,168
93,807,454
289,808,44
158,809,632
14,809,290
28,809,931
141,811,215
295,812,318
261,812,947
92,812,646
21,814,353
94,815,470
148,816,633
47,816,116
248,816,6
61,816,423
56,817,708
165,817,639
129,817,796
107,817,996
213,818,39
73,818,313
28,818,537
88,819,44
165,819,23
218,820,73
230,821,667
221,822,873
132,822,282
214,822,515
123,822,921
64,823,593
95,825,244
283,825,824
24,826,532
135,826,479
58,826,434
124,826,919
37,827,530
25,827,544
87,827,607
10,827,255
105,828,123
234,829,75
171,830,308
218,830,17
94,830,656
141,831,706
89,831,747
299,832,222
268,832,14
88,832,236
198,833,255
8,834,489
189,834,626
65,834,986
9,834,769
289,836,540
39,836,543
225,836,919
254,836,102
55,837,749
296,839,220
24,842,297
299,842,642
209,842,538
14,842,411
253,843,424
131,843,86
57,843,198
239,843,360
280,845,152
27,845,152
67,845,138
72,846,46
182,846,917
160,847,623
238,847,49
148,847,337
193,848,595
198,848,485
250,848,413
240,849,66
187,849,227
17,849,817
246,850,51
69,850,697
291,850,823
14,850,187
11,851,763
82,851,991
144,852,166
282,852,275
129,852,49
216,853,127
118,855,436
204,855,512
103,855,951
66,856,587
214,857,509
106,857,986
147,857,153
80,857,707
239,858,431
161,859,183
114,859,649
187,860,373
59,860,852
91,860,469
273,861,359
290,861,334
92,861,67
283,862,412
174,863,53
50,863,936
134,863,844
97,863,848
48,864,615
141,864,151
224,865,284
188,865,170
98,865,245
26,866,353
183,866,64
143,866,987
113,867,914
161,867,525
129,867,660
4,868,882
187,868,831
201,868,117
297,869,62
7,870,119
16,870,858
217,870,991
229,870,272
276,871,774
43,871,431
177,872,759
168,872,974
25,872,604
169,872,13
120,874,413
72,874,486
21,874,136
35,875,429
285,875,951
291,875,256
164,875,953
210,876,48
197,876,389
3,876,871
114,876,537
287,879,53
180,879,797
188,880,176
289,880,730
221,881,611
136,882,573
96,882,307
242,882,517
290,883,995
152,883,217
254,883,794
198,884,416
46,884,75
277,884,792
95,885,54
141,885,453
91,886,77
46,886,263
198,886,922
48,886,22
214,887,267
217,887,380
255,887,123
101,887,442
199,889,395
33,889,571
262,891,6
190,892,833
290,892,521
266,892,943
169,892,556
229,895,971
38,895,142
61,895,103
9,895,954
181,897,623
133,897,85
199,897,165
105,897,900
192,898,442
179,898,596
256,898,373
151,899,903
288,900,141
231,901,849
198,901,923
259,901,665
260,902,557
143,902,628
154,902,333
268,905,156
273,906,824
66,906,73
155,906,892
282,907,535
94,908,392
84,908,802
24,909,96
111,909,678
99,909,264
56,909,480
232,912,661
111,912,836
259,914,880
253,914,480
167,914,796
43,914,664
269,915,714
215,916,543
67,916,536
1,917,845
158,917,188
120,917,556
287,917,640
173,918,710
112,918,266
148,919,96
2,919,677
241,919,500
294,919,742
23,920,880
122,922,131
211,922,518
13,923,564
94,924,981
116,924,538
298,924,395
52,925,130
22,925,130
179,925,971
28,926,968
259,926,95
287,927,566
95,927,166
277,928,290
82,929,815
158,929,65
128,929,147
219,929,590
225,931,428
177,931,323
221,931,204
116,932,226
121,933,616
169,933,575
219,933,371
288,933,309
180,934,354
294,935,516
227,935,777
1,935,942
211,935,292
105,937,466
296,938,549
136,939,617
133,939,943
76,939,71
119,939,405
19,940,676
244,940,220
207,940,367
163,940,540
21,941,733
194,941,666
196,943,676
184,943,575
9,943,848
175,944,906
203,944,831
177,945,355
83,945,658
140,945,42
226,946,119
119,946,891
126,948,573
275,948,752
181,948,668
254,948,757
271,950,936
159,950,6
13,950,961
245,950,350
156,951,159
237,951,742
226,951,717
173,952,970
259,952,668
248,953,203
21,953,469
125,953,818
241,954,78
297,954,890
19,954,181
39,954,242
104,955,584
283,957,131
246,957,327
0,957,300
82,958,66
212,958,560
53,959,507
70,960,255
99,961,961
107,961,776
135,961,936
74,962,217
251,962,647
56,962,985
106,962,666
127,963,349
117,963,398
79,963,410
260,964,123
229,964,620
85,964,392
28,964,232
85,965,871
60,966,893
211,968,649
154,968,268
52,969,777
219,969,235
29,969,628
22,970,802
10,970,564
37,970,285
142,970,514
272,971,887
295,971,602
61,971,649
97,972,216
95,972,762
72,973,741
195,973,572
288,974,936
23,974,408
12,975,272
25,975,990
162,975,142
85,976,685
125,976,50
35,976,484
61,976,713
34,977,655
127,978,328
276,980,568
143,981,26
255,982,971
232,982,988
212,983,429
202,983,451
38,983,305
86,983,211
262,984,358
264,984,809
17,984,95
195,985,443
14,986,97
19,987,746
202,987,95
107,987,25
145,987,42
133,988,600
43,988,698
217,988,296
219,988,67
81,989,552
124,989,543
265,990,42
9,990,525
92,992,647
295,992,579
15,992,934
26,992,315
178,993,493
122,993,100
39,993,271
218,993,288
158,995,82
95,995,51
197,995,660
121,996,424
60,996,639
140,997,49
142,997,430
59,997,408
38,998,59
85,1000,162
7,1000,369
26,1000,243
0,1000,782
241,1001,124
231,1001,114
63,1001,944
127,1001,860
290,1003,733
269,1003,575
232,1003,643
13,1003,556
18,1004,874
119,1004,695
171,1004,790
9,1004,210
274,1006,267
150,1006,271
50,1006,863
270,1006,590
271,1007,478
112,1009,881
93,1009,475
241,1009,852
227,1011,301
188,1012,627
253,1012,8
182,1012,727
273,1012,922
197,1013,578
271,1013,888
247,1013,780
237,1013,30
107,1014,869
212,1014,610
288,1014,266
101,1014,37
137,1016,914
291,1017,900
40,1017,471
198,1017,87
190,1020,532
107,1021,595
19,1021,847
299,1021,837
24,1021,244
139,1022,87
225,1022,68
42,1024,438
21,1024,401
217,1024,481
249,1024,977
65,1025,47
36,1025,350
256,1026,831
104,1027,314
202,1027,124
282,1027,35
297,1028,945
161,1028,351
294,1029,469
266,1029,997
68,1029,405
151,1031,851
43,1033,52
79,1034,392
157,1035,986
172,1035,291
89,1035,838
75,1035,453
68,1036,560
24,1036,319
125,1036,720
7,1036,37
206,1038,213
264,1040,460
291,1041,553
195,1042,212
129,1044,553
294,1044,187
205,1044,897
274,1044,484
244,1045,45
232,1045,836
206,1047,968
36,1047,960
161,1048,646
224,1048,407
42,1049,370
200,1049,628
148,1050,663
108,1050,125
162,1051,206
190,1053,965
258,1053,931
224,1053,78
135,1053,851
62,1054,334
251,1054,231
42,1054,203
96,1054,34
138,1055,282
153,1055,857
166,1055,527
53,1056,831
257,1056,611
299,1057,432
163,1057,997
62,1059,794
195,1059,333
221,1059,480
44,1059,128
264,1061,240
77,1061,115
0,1061,456
92,1061,254
101,1062,354
66,1062,563
241,1062,689
39,1063,563
208,1063,596
167,1063,146
236,1065,613
260,1065,848
290,1066,843
30,1066,814
65,1066,485
231,1067,327
81,1067,659
221,1068,950
28,1068,229
213,1068,204
169,1069,720
294,1069,571
23,1072,731
216,1072,193
179,1072,660
34,1072,841
100,1073,934
123,1073,693
151,1073,854
20,1073,219
171,1074,384
143,1074,894
183,1074,982
222,1074,402
20,1076,277
258,1076,773
223,1077,291
299,1077,18
279,1077,786
130,1078,251
204,1078,735
260,1078,111
162,1078,592
291,1079,75
105,1080,824
113,1081,986
253,1081,260
209,1081,992
93,1082,570
145,1082,600
71,1082,254
262,1082,94
157,1083,935
26,1083,807
265,1084,876
289,1084,828
160,1085,960
161,1086,192
170,1087,71
104,1087,591
179,1087,52
77,1088,421
34,1089,500
76,1089,698
219,1089,314
230,1089,180
245,1090,279
260,1092,914
19,1092,609
270,1092,256
55,1092,952
157,1094,759
124,1096,219
68,1097,467
204,1098,776
170,1099,967
103,1099,810
252,1099,314
133,1099,395
98,1100,261
68,1100,264
60,1101,365
172,1101,833
107,1101,947
48,1102,750
27,1103,568
13,1104,646
114,1106,701
227,1106,308
73,1106,180
249,1106,558
159,1107,517
192,1107,988
132,1107,548
213,1108,112
117,1108,295
10,1108,270
64,1109,556
210,1109,243
48,1109,856
30,1110,119
116,1110,572
56,1110,210
209,1110,416
291,1111,640
25,1111,747
55,1111,772
32,1111,109
37,1113,946
110,1113,998
42,1114,235
103,1114,28
4,1114,20
68,1116,155
152,1116,965
165,1116,601
169,1116,222
272,1117,75
44,1117,927
19,1117,842
128,1118,455
207,1119,19
51,1119,880
134,1121,145
83,1121,465
22,1122,938
145,1122,880
168,1124,199
211,1124,336
238,1125,233
283,1125,912
238,1126,801
223,1126,192
278,1126,567
204,1127,179
8,1127,120
207,1129,286
165,1129,423
57,1129,674
242,1130,576
211,1130,525
222,1131,378
187,1131,188
93,1131,194
69,1132,741
16,1132,206
29,1132,377
294,1133,700
265,1134,236
30,1134,625
45,1134,135
217,1134,523
91,1135,71
0,1135,721
79,1135,839
56,1135,77
212,1136,583
295,1137,667
174,1137,83
259,1137,457
34,1137,423
76,1138,664
277,1138,936
50,1138,80
227,1138,203
199,1139,780
284,1139,240
103,1139,895
154,1140,196
193,1140,997
